_id,user_community,tweet_community,ecommerce_community,blog_community,label
5d648fed7d7dbe4bc488f039,9,-2,-1,-2,-1
5d648fed7d7dbe4bc488f03a,27,-2,-1,-2,-1
5d648fed7d7dbe4bc488f0c4,3,-2,-1,-2,-1
5d648fed7d7dbe4bc488f22b,27,-2,-1,-2,-1
5d648fed7d7dbe4bc488f238,33,-2,-1,-2,-1
5d648fed7d7dbe4bc488f251,20,-2,-1,-2,-1
5d648fee7d7dbe4bc488f288,3,-2,-1,-2,-1
5d648fee7d7dbe4bc488f2f1,11,-2,-1,-2,-1
5d648fee7d7dbe4bc488f352,11,-2,-1,-2,-1
5d648fee7d7dbe4bc488f376,11,-2,85,-1,-1
5d648fee7d7dbe4bc488f3ff,29,-2,-1,-2,-1
5d648fef7d7dbe4bc488f4b5,12,-2,-1,-2,-1
5d648fef7d7dbe4bc488f4c6,11,50,57,-1,-1
5d648fef7d7dbe4bc488f69e,17,-2,-1,-2,-1
5d648fef7d7dbe4bc488f6dd,4,-1,127,-2,-1
5d648fef7d7dbe4bc488f6ee,20,-2,-1,-2,-1
5d648ff07d7dbe4bc488f790,0,-2,-1,-2,-1
5d648ff07d7dbe4bc488f792,11,-2,-1,-2,-1
5d648ff07d7dbe4bc488f79d,10,-2,-1,-2,-1
5d648ff07d7dbe4bc488f7b8,36,-2,-1,-2,-1
5d648ff07d7dbe4bc488f7a5,0,0,189,-2,-1
5d648ff07d7dbe4bc488f7a8,12,-2,-1,1,-1
5d648ff07d7dbe4bc488f93f,0,-2,-1,-2,-1
5d648ff17d7dbe4bc488f9f1,6,-2,-1,-2,-1
5d648ff17d7dbe4bc488f9f5,7,-2,-1,-2,-1
5d63af8f4285a7c331889117,8,-2,-1,-2,-1
5d63afb64285a7c33188a5df,0,-1,189,-2,-1
5d63afc94285a7c33188a776,4,0,171,5,-1
5d63afde4285a7c33188b45e,3,83,-1,-2,-1
5d63afe34285a7c33188b46b,20,-2,-1,5,-1
5d63aff74285a7c33188b534,4,-2,-1,-2,-1
5d63b07d4285a7c33188c068,4,-1,-1,-2,-1
5d63b07f4285a7c33188c06a,11,0,-1,-2,-1
5d63b0a74285a7c33188c47b,0,0,16,-1,-1
5d63b0bc4285a7c33188d510,4,-2,-1,-2,-1
5d63b0cc4285a7c33188d6cb,0,0,71,-1,-1
5d63b0f14285a7c33188d969,20,-2,105,5,-1
5d63b1054285a7c33188d9df,4,0,164,5,-1
5d63b1214285a7c33188daef,5,-2,-1,-2,-1
5d63b16c4285a7c33188e2db,0,-1,52,-2,-1
5d63b1714285a7c33188e2e5,0,-2,-1,-2,-1
5d63b2174285a7c33188f2d5,4,0,160,-2,-1
5d63b23c4285a7c33188f36a,4,-2,-1,-2,-1
5d63b2424285a7c33188f38c,4,-1,105,-2,-1
5d63b24e4285a7c33188f3a5,4,-1,159,-2,-1
5d63b2554285a7c33188f3ce,4,-2,-1,-2,-1
5d63b25f4285a7c33188f580,4,-2,-1,-2,-1
5d63b27d4285a7c33188f6fe,4,0,180,-2,-1
5d648ff17d7dbe4bc488fb84,0,-2,-1,-2,-1
5d648ff27d7dbe4bc488fd8a,0,-2,-1,-2,-1
5d648ff27d7dbe4bc488fd8d,5,-2,-1,-2,-1
5d648ff27d7dbe4bc488fe63,0,-2,-1,-2,-1
5d648ff27d7dbe4bc488fecf,0,-2,-1,-2,-1
5d648ff27d7dbe4bc488feec,0,-2,-1,-2,-1
5d648ff37d7dbe4bc489024e,0,-2,-1,-2,-1
5d648ff37d7dbe4bc489030c,0,-2,-1,-2,-1
5d648ff47d7dbe4bc4890840,16,-2,-1,-2,-1
5d648ff47d7dbe4bc4890842,16,-2,-1,-2,-1
5d648ff47d7dbe4bc48908b9,0,0,-1,-2,-1
5d648ff47d7dbe4bc48908c3,9,-2,-1,-2,-1
5d648ff57d7dbe4bc4890910,6,-2,-1,-2,-1
5d648ff57d7dbe4bc4890917,23,-2,63,-1,-1
5d648ff57d7dbe4bc489099b,11,-2,-1,-2,-1
5d648ff57d7dbe4bc48909ac,11,-2,-1,-2,-1
5d648ff57d7dbe4bc48909fd,11,-2,-1,-2,-1
5d648ff57d7dbe4bc4890a2c,133,-2,-1,-2,-1
5d648ff57d7dbe4bc4890a2f,0,-2,-1,-2,-1
5d648ff57d7dbe4bc4890a33,4,-2,-1,-2,-1
5d648ff57d7dbe4bc4890a42,22,-2,-1,-2,-1
5d648ff67d7dbe4bc4890aee,25,-2,-1,-2,-1
5d648ff67d7dbe4bc4890bdf,25,-2,-1,-2,-1
5d648ff67d7dbe4bc4890c40,16,-2,-1,-2,-1
5d648ff67d7dbe4bc4890c62,0,-1,96,26,-1
5d63b2924285a7c33188f84c,0,-2,-1,-2,-1
5d63b2c44285a7c33188fdf5,0,-2,85,-1,-1
5d63b2f64285a7c3318903d3,5,38,-1,-2,-1
5d63b3064285a7c331890966,0,0,119,-1,-1
5d63b3074285a7c331890977,31,0,65,-1,-1
5d63b3044285a7c331890915,16,-1,187,6,-1
5d63b3114285a7c331890a3a,4,-2,-1,-2,-1
5d63b3224285a7c331890c06,4,0,31,-2,-1
5d63b32c4285a7c331890c28,4,-2,-1,-2,-1
5d63b33a4285a7c331890c47,4,0,43,-1,-1
5d63b3454285a7c331890f2a,4,-1,-1,-2,-1
5d63b36e4285a7c33189131d,0,-1,112,-2,-1
5d63b3954285a7c3318914b5,0,0,15,-1,-1
5d63b3c34285a7c331891981,4,-2,-1,-2,-1
5d63b44c4285a7c331892ef9,4,0,29,-2,-1
5d63b4634285a7c3318930f9,3,-1,-1,1,-1
5d63b45c4285a7c33189301a,0,-1,47,18,-1
5d63b47d4285a7c3318932e4,4,-2,-1,-2,-1
5d63b49b4285a7c331893830,4,-1,84,-2,-1
5d63b4ae4285a7c3318938da,4,-2,-1,-2,-1
5d63b4c14285a7c33189394b,0,-1,109,-2,-1
5d63b4f24285a7c331893d61,0,-2,-1,-2,-1
5d63b4f34285a7c331893d62,4,-1,38,25,-1
5d63b5234285a7c3318945f4,18,-1,55,-1,-1
5d63b52c4285a7c33189483f,7,-2,165,-1,-1
5d63b5264285a7c33189460f,4,0,22,-1,-1
5d63b5524285a7c331894a17,4,-1,158,-2,-1
5d63b55c4285a7c331894a35,7,-2,-1,-2,-1
5d63b5864285a7c331894c66,0,-2,-1,-2,-1
5d648ff67d7dbe4bc4890cb9,0,-2,-1,-2,-1
5d648ff67d7dbe4bc4890cba,0,-2,10,-1,-1
5d648ff67d7dbe4bc4890d09,0,-2,-1,-2,-1
5d648ff77d7dbe4bc4890d2c,0,-2,-1,-2,-1
5d648ff77d7dbe4bc4890d30,11,-2,-1,5,-1
5d648ff77d7dbe4bc4890db4,0,-2,-1,-2,-1
5d648ff77d7dbe4bc4890e9f,9,-2,-1,-2,-1
5d648ff77d7dbe4bc4890ea7,4,-2,-1,-2,-1
5d648ff87d7dbe4bc4890f17,0,-2,-1,-2,-1
5d648ff87d7dbe4bc4890f19,9,0,155,5,-1
5d648ff87d7dbe4bc4890f51,9,-2,-1,-2,-1
5d648ff87d7dbe4bc4890f7a,9,-2,187,-1,-1
5d648ff87d7dbe4bc4890f9b,0,-2,-1,-2,-1
5d648ff87d7dbe4bc4890f9e,20,-2,-1,-2,-1
5d648ff87d7dbe4bc4890fa5,25,-2,-1,-2,-1
5d648ff87d7dbe4bc4890f9f,0,-2,-1,-2,-1
5d648ff87d7dbe4bc4890fb5,31,-2,-1,-2,-1
5d648ff87d7dbe4bc4890fd8,15,-2,-1,-2,-1
5d648ff87d7dbe4bc4891010,11,0,-1,30,-1
5d648ff87d7dbe4bc4891019,19,-2,-1,5,-1
5d648ff87d7dbe4bc4891031,33,-2,-1,-2,-1
5d648ff87d7dbe4bc489105f,0,-2,-1,-2,-1
5d648ff97d7dbe4bc48910e5,11,-2,-1,-2,-1
5d648ff97d7dbe4bc489111a,25,-2,-1,-2,-1
5d648ff97d7dbe4bc4891168,11,-2,-1,-2,-1
5d648ff97d7dbe4bc489119b,8,-2,-1,-2,-1
5d648ff97d7dbe4bc489119c,16,0,-1,5,-1
5d648ff97d7dbe4bc48911ee,8,-2,-1,-2,-1
5d648ff97d7dbe4bc48911ef,8,0,-1,-2,-1
5d648ff97d7dbe4bc48911f3,11,-2,-1,-2,-1
5d648ff97d7dbe4bc4891260,10,0,129,-2,-1
5d648ff97d7dbe4bc489127d,8,-2,-1,-2,-1
5d648ff97d7dbe4bc489127e,10,-2,-1,-2,-1
5d648ffa7d7dbe4bc48912ce,25,-2,-1,-2,-1
5d648ffa7d7dbe4bc48912e9,20,-2,-1,-2,-1
5d648ffa7d7dbe4bc4891308,20,-2,-1,-2,-1
5d648ffa7d7dbe4bc48913f6,20,-2,43,-1,-1
5d648ffa7d7dbe4bc489144d,20,-2,-1,-2,-1
5d63b58c4285a7c331894cf2,7,-2,-1,-2,-1
5d63b58a4285a7c331894cd8,7,-1,184,-2,-1
5d63b59b4285a7c331894d03,0,-1,-1,-2,-1
5d63b5eb4285a7c331894f75,25,-2,-1,-2,-1
5d63b6424285a7c33189541f,28,-1,49,-2,-1
5d63b63f4285a7c33189541a,11,-2,-1,-2,-1
5d63b66c4285a7c33189566f,0,-1,21,-1,-1
5d63b67c4285a7c3318957b6,7,-1,-1,-2,-1
5d63b6814285a7c3318957ba,8,-2,-1,-2,-1
5d63b6a64285a7c331895965,11,-1,129,-1,-1
5d63b6ae4285a7c33189599a,31,-1,151,-1,-1
5d63b6c44285a7c331895a48,28,0,148,-2,-1
5d63b6da4285a7c331895a9b,0,-2,-1,-2,-1
5d63b6d84285a7c331895a9a,0,-2,-1,-2,-1
5d63b7014285a7c331895b62,0,-1,47,-1,-1
5d63b71a4285a7c331895bcd,0,-2,-1,-2,-1
5d63b71d4285a7c331895bd1,7,-2,-1,-2,-1
5d63b7564285a7c331896517,11,0,-1,-2,-1
5d63b7594285a7c33189651e,4,-2,-1,-2,-1
5d63b7744285a7c33189667c,11,-1,50,-1,-1
5d63b7934285a7c331896bcc,4,-1,63,-2,-1
5d63b79e4285a7c331896c79,4,-1,88,16,-1
5d63b7c84285a7c331897e08,4,0,136,-2,-1
5d63b7da4285a7c3318980b4,4,0,131,5,-1
5d63b8504285a7c33189a917,19,-2,-1,-2,-1
5d63b8714285a7c33189b04c,19,-2,-1,-2,-1
5d63b87d4285a7c33189b104,0,-2,126,-1,-1
5d63b8874285a7c33189b169,19,-2,-1,-2,-1
5d648ffa7d7dbe4bc48914a6,20,-2,-1,-2,-1
5d648ffa7d7dbe4bc48914ab,20,-2,-1,-2,-1
5d648ffa7d7dbe4bc4891596,33,-2,61,26,-1
5d648ffb7d7dbe4bc4891615,13,-2,-1,-2,-1
5d648ffb7d7dbe4bc4891617,31,-2,-1,-2,-1
5d648ffb7d7dbe4bc4891635,10,-2,-1,-2,-1
5d648ffb7d7dbe4bc48916ac,8,-2,-1,-2,-1
5d648ffb7d7dbe4bc4891706,29,0,-1,-2,-1
5d648ffb7d7dbe4bc489171e,11,-2,-1,5,-1
5d648ffb7d7dbe4bc4891790,0,15,-1,-2,-1
5d648ffc7d7dbe4bc4891b74,11,-2,16,38,-1
5d648ffd7d7dbe4bc4891c2c,31,-1,131,-2,-1
5d648ffd7d7dbe4bc4891c51,31,-2,-1,-2,-1
5d648ffd7d7dbe4bc4891cb1,8,-2,-1,-2,-1
5d648ffd7d7dbe4bc4891cd4,13,-2,-1,5,-1
5d648ffd7d7dbe4bc4891d23,3,-2,-1,5,-1
5d648ffe7d7dbe4bc4891dce,14,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891dd6,14,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891dd9,6,-2,168,26,-1
5d648ffe7d7dbe4bc4891e04,11,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891e16,0,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891e1c,27,-2,69,5,-1
5d648ffe7d7dbe4bc4891eac,0,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891eaf,0,-2,-1,-2,-1
5d648ffe7d7dbe4bc4891f01,20,-2,-1,-2,-1
5d63b8914285a7c33189b19d,19,-2,-1,-2,-1
5d63b8bc4285a7c33189b4e2,4,-1,168,-2,-1
5d63b8c14285a7c33189b5c5,4,-2,-1,-2,-1
5d63b8c74285a7c33189b75a,11,0,12,-1,-1
5d63b8d74285a7c33189b977,11,0,146,-2,-1
5d63b9564285a7c33189c69b,11,-2,-1,-2,-1
5d63b95d4285a7c33189c6a1,0,-2,143,-1,-1
5d63b9724285a7c33189c7fc,11,-1,110,-2,-1
5d63b9a24285a7c33189cc0b,11,-2,-1,-2,-1
5d63b9a74285a7c33189cc0f,11,-2,-1,-2,-1
5d63b9c04285a7c33189cccc,11,-2,-1,-2,-1
5d63b9c74285a7c33189ccfd,6,-2,-1,-2,-1
5d63ba0c4285a7c33189d11c,11,-2,-1,-2,-1
5d63ba424285a7c33189d9b8,0,0,119,5,-1
5d63ba4d4285a7c33189dc4c,11,-2,-1,-2,-1
5d63ba504285a7c33189dc4e,10,0,-1,-2,-1
5d63ba714285a7c33189de0b,4,0,12,0,-1
5d63ba8a4285a7c33189df59,0,-2,-1,-2,-1
5d63ba9a4285a7c33189df8c,10,-1,123,5,-1
5d63ba9b4285a7c33189dfe0,11,-2,-1,-2,-1
5d63ba9c4285a7c33189dfe1,22,0,132,-1,-1
5d63bab14285a7c33189e17c,17,33,-1,-2,-1
5d63baae4285a7c33189e171,8,-1,42,-2,-1
5d63bac34285a7c33189e1ac,4,0,111,37,-1
5d63baef4285a7c33189e7a4,0,-1,107,65,-1
5d63bb1a4285a7c33189e988,11,-1,86,-1,-1
5d63bb2c4285a7c33189ef4d,27,-2,-1,-2,-1
5d63bb304285a7c33189ef73,8,0,66,-1,-1
5d63bb414285a7c33189f08f,11,0,-1,-2,-1
5d63bb4f4285a7c33189f0e9,4,-2,-1,-2,-1
5d63bb6b4285a7c33189f189,15,0,56,-2,-1
5d63bb7e4285a7c33189f2c1,2,-2,-1,-2,-1
5d648fff7d7dbe4bc4891fc3,0,0,123,3,-1
5d648fff7d7dbe4bc489206c,11,-2,-1,-2,-1
5d648fff7d7dbe4bc4892069,31,-2,-1,-2,-1
5d648fff7d7dbe4bc489207a,10,-2,-1,-2,-1
5d648fff7d7dbe4bc48920db,9,-2,-1,-2,-1
5d6490007d7dbe4bc489217e,8,-2,-1,-2,-1
5d6490007d7dbe4bc4892177,28,-2,-1,-2,-1
5d6490007d7dbe4bc489217f,13,0,90,-2,-1
5d6490007d7dbe4bc48921b5,8,-2,-1,-2,-1
5d6490007d7dbe4bc48921ca,24,-2,-1,-2,-1
5d6490007d7dbe4bc4892263,20,-1,72,-2,-1
5d6490007d7dbe4bc48922d9,13,-2,-1,-2,-1
5d6490007d7dbe4bc4892308,9,0,-1,-2,-1
5d6490007d7dbe4bc489237a,28,-2,-1,-2,-1
5d6490007d7dbe4bc48923b7,0,-2,-1,-2,-1
5d6490017d7dbe4bc48924f1,28,-2,-1,5,-1
5d6490017d7dbe4bc4892558,4,-1,117,-2,-1
5d6490017d7dbe4bc4892654,0,-2,-1,-2,-1
5d6490027d7dbe4bc4892666,0,-2,-1,-2,-1
5d6490027d7dbe4bc48926ee,4,-2,-1,-2,-1
5d6490027d7dbe4bc4892854,11,-2,-1,-2,-1
5d63bb974285a7c33189f33e,0,-2,39,27,-1
5d63bba14285a7c33189f36b,24,-2,-1,-2,-1
5d63bba34285a7c33189f36d,8,-2,-1,-2,-1
5d63bbc64285a7c33189f44a,0,-1,43,47,-1
5d63bbe24285a7c33189f58a,3,-2,-1,-2,-1
5d63bbf94285a7c33189f759,0,-2,-1,-2,-1
5d63bc114285a7c33189fab2,8,-2,-1,-2,-1
5d63bc0b4285a7c33189f9c7,0,-1,3,13,-1
5d63bc204285a7c33189fbab,3,-2,-1,-2,-1
5d63bc234285a7c33189fbad,3,-2,-1,-2,-1
5d63bc344285a7c33189fc69,3,-2,-1,-2,-1
5d63bc634285a7c33189ff21,3,-2,-1,-2,-1
5d63bc854285a7c3318a0108,4,0,126,5,-1
5d63bc964285a7c3318a0129,3,-2,-1,-2,-1
5d63bc9d4285a7c3318a015e,0,-1,157,-2,-1
5d63bcd04285a7c3318a08ca,11,-1,169,-2,-1
5d63bce34285a7c3318a09a2,3,-2,-1,-2,-1
5d63bd004285a7c3318a0a34,15,0,84,-1,-1
5d63bd114285a7c3318a0b0f,39,-2,-1,-2,-1
5d63bd334285a7c3318a0cda,3,-2,-1,-2,-1
5d63bd394285a7c3318a0ce3,28,-1,5,63,-1
5d63bd4a4285a7c3318a0d6a,11,21,-1,-2,-1
5d63bd504285a7c3318a0db5,3,0,33,5,-1
5d63bd574285a7c3318a0dd1,3,-2,-1,-2,-1
5d63bd684285a7c3318a0e78,3,-2,-1,-2,-1
5d63bd6b4285a7c3318a0ecf,3,-2,-1,-2,-1
5d63bd7f4285a7c3318a0f24,3,0,35,-2,-1
5d63bda84285a7c3318a12b4,3,-2,-1,-2,-1
5d63bdbd4285a7c3318a1736,0,60,1,4,-1
5d63bdf94285a7c3318a18d3,3,-2,86,-1,-1
5d63bdf54285a7c3318a18cf,4,0,-1,-2,-1
5d63be084285a7c3318a196f,3,-2,-1,-2,-1
5d63be294285a7c3318a1a02,0,0,182,-1,-1
5d63be664285a7c3318a1c94,0,-1,27,-2,-1
5d6490037d7dbe4bc4892b10,3,-2,9,-1,-1
5d6490037d7dbe4bc4892b1b,4,-1,62,-2,-1
5d6490047d7dbe4bc4892e92,15,-2,-1,-2,-1
5d6490047d7dbe4bc4892e94,4,0,150,-2,-1
5d6490047d7dbe4bc4892f8e,0,-2,-1,-2,-1
5d6490047d7dbe4bc489305a,4,-1,78,-2,-1
5d6490047d7dbe4bc48930a9,0,-2,-1,-2,-1
5d6490057d7dbe4bc4893170,26,-2,-1,-2,-1
5d6490057d7dbe4bc4893224,20,-2,-1,-2,-1
5d6490057d7dbe4bc4893227,25,-2,-1,-2,-1
5d6490057d7dbe4bc4893276,20,-2,-1,-2,-1
5d6490057d7dbe4bc48932dd,27,0,13,-2,-1
5d6490057d7dbe4bc489330c,8,-2,-1,-2,-1
5d6490057d7dbe4bc4893314,20,-2,-1,-2,-1
5d6490057d7dbe4bc489331b,8,-2,-1,-2,-1
5d6490057d7dbe4bc4893326,8,-2,-1,-2,-1
5d6490057d7dbe4bc489332d,8,-2,-1,-2,-1
5d6490067d7dbe4bc48933a5,10,-2,-1,-2,-1
5d6490077d7dbe4bc4893730,20,-2,-1,-2,-1
5d6490077d7dbe4bc489376d,5,-2,-1,-2,-1
5d6490077d7dbe4bc4893794,19,-2,-1,-2,-1
5d6490077d7dbe4bc489379a,11,-2,-1,-2,-1
5d6490077d7dbe4bc48937fe,13,-2,-1,-2,-1
5d63be9c4285a7c3318a2075,3,-2,-1,-2,-1
5d63bead4285a7c3318a2174,3,0,-1,-2,-1
5d63beb24285a7c3318a217d,3,-2,-1,-2,-1
5d63bebf4285a7c3318a21b1,29,0,123,-2,-1
5d63bf294285a7c3318a27dc,11,-2,-1,39,-1
5d63bf374285a7c3318a280e,3,-1,189,-2,-1
5d63bf704285a7c3318a29a8,0,0,186,-1,-1
5d63bf8c4285a7c3318a2a35,33,-2,-1,-2,-1
5d63bfb04285a7c3318a2a98,3,-1,116,5,-1
5d63bfbc4285a7c3318a2adf,3,-1,82,-2,-1
5d63bff14285a7c3318a2cca,39,-1,53,-2,-1
5d63bff34285a7c3318a2ccd,3,-1,80,-2,-1
5d63bffa4285a7c3318a2cd5,3,-1,67,1,-1
5d63c0234285a7c3318a2d97,3,-2,140,-1,-1
5d63c04b4285a7c3318a3850,3,-2,-1,-2,-1
5d63c0624285a7c3318a3c99,0,-2,-1,-2,-1
5d63c0b74285a7c3318a4291,13,0,-1,-2,-1
5d63c0ad4285a7c3318a41ef,11,0,92,-2,-1
5d63c0f84285a7c3318a45b0,3,-2,-1,-2,-1
5d63c16b4285a7c3318a4dfc,3,-2,-1,-2,-1
5d6490087d7dbe4bc48938a1,39,-2,-1,-2,-1
5d6490087d7dbe4bc48938b4,3,-2,169,24,-1
5d6490087d7dbe4bc48938e1,11,-2,-1,-2,-1
5d6490087d7dbe4bc489390d,31,-2,-1,-2,-1
5d6490087d7dbe4bc4893960,16,-2,-1,-2,-1
5d6490087d7dbe4bc48939b2,0,-1,-1,-2,-1
5d6490087d7dbe4bc4893a50,4,29,-1,-2,-1
5d6490097d7dbe4bc4893ad9,13,-2,161,-1,-1
5d6490097d7dbe4bc4893ac8,13,-2,-1,-2,-1
5d6490097d7dbe4bc4893b2c,13,-2,-1,-2,-1
5d6490097d7dbe4bc4893bfe,13,-2,-1,-2,-1
5d64900a7d7dbe4bc4893cfd,33,-2,-1,-2,-1
5d64900a7d7dbe4bc4893d6f,6,-2,-1,-2,-1
5d64900a7d7dbe4bc4893d73,13,-2,-1,-2,-1
5d64900b7d7dbe4bc4894147,0,-1,131,-2,-1
5d64900b7d7dbe4bc489420b,36,-2,-1,-2,-1
5d64900b7d7dbe4bc4894262,13,-2,-1,-2,-1
5d64900b7d7dbe4bc48942aa,11,0,152,-2,-1
5d64900c7d7dbe4bc4894342,11,-2,-1,-2,-1
5d64900c7d7dbe4bc4894344,5,0,-1,-2,-1
5d64900c7d7dbe4bc4894348,0,-2,-1,-2,-1
5d64900c7d7dbe4bc4894368,0,-2,-1,-2,-1
5d64900c7d7dbe4bc4894575,5,-2,-1,-2,-1
5d64900c7d7dbe4bc489457d,0,-2,-1,-2,-1
5d63c1b84285a7c3318a50e7,3,-2,-1,-2,-1
5d63c1db4285a7c3318a51a9,3,-2,-1,-2,-1
5d63c1f44285a7c3318a53ad,3,-2,-1,-2,-1
5d63c20a4285a7c3318a5475,4,-1,78,-2,-1
5d63c2a84285a7c3318a6412,3,-2,-1,-2,-1
5d63c2b94285a7c3318a64d6,3,-2,-1,-2,-1
5d63c2dc4285a7c3318a686f,0,-2,-1,-2,-1
5d63c2e64285a7c3318a68fe,0,0,19,-2,-1
5d63c3024285a7c3318a6b64,11,0,-1,-1,-1
5d63c2fc4285a7c3318a6b34,0,-1,166,-1,-1
5d63c3114285a7c3318a6d35,0,0,171,-2,-1
5d63c3284285a7c3318a6dab,16,-1,154,5,-1
5d63c3324285a7c3318a6df3,4,0,133,-1,-1
5d63c35a4285a7c3318a6f03,3,-2,-1,-2,-1
5d63c36b4285a7c3318a7443,3,-2,-1,-2,-1
5d63c3844285a7c3318a7541,3,-2,-1,-2,-1
5d63c38d4285a7c3318a7575,39,-1,67,5,-1
5d63c38f4285a7c3318a75a3,3,-1,48,16,-1
5d63c3e34285a7c3318a7b1c,3,-2,-1,-2,-1
5d63c3fa4285a7c3318a7dce,4,-1,112,-2,-1
5d63c3ff4285a7c3318a7e32,3,-1,169,-2,-1
5d63c40a4285a7c3318a7eb8,0,-2,-1,5,-1
5d63c4104285a7c3318a7ed3,20,0,35,-2,-1
5d63c4194285a7c3318a7f6b,11,-2,-1,5,-1
5d63c41c4285a7c3318a7f73,0,-1,163,16,-1
5d63c4544285a7c3318a819f,3,-2,-1,-2,-1
5d63c46f4285a7c3318a821b,3,-2,-1,-2,-1
5d64900c7d7dbe4bc48945a0,0,-2,-1,-1,-1
5d64900d7d7dbe4bc489461a,8,-2,-1,-2,-1
5d64900d7d7dbe4bc489469d,30,-2,-1,-2,-1
5d64900d7d7dbe4bc48946aa,5,-2,-1,-2,-1
5d64900d7d7dbe4bc48946cb,31,-2,-1,-2,-1
5d64900d7d7dbe4bc4894777,8,-2,-1,-2,-1
5d64900d7d7dbe4bc4894809,24,-2,-1,-2,-1
5d64900e7d7dbe4bc4894ad9,20,-2,-1,-2,-1
5d64900f7d7dbe4bc4894c65,15,-2,-1,-2,-1
5d64900f7d7dbe4bc4894cb4,15,-2,-1,-2,-1
5d64900f7d7dbe4bc4894ce2,31,-2,-1,-2,-1
5d64900f7d7dbe4bc4894cf7,13,0,-1,-2,-1
5d64900f7d7dbe4bc4894d03,31,-2,-1,-2,-1
5d64900f7d7dbe4bc4894d21,11,0,70,-1,-1
5d64900f7d7dbe4bc4894d4a,3,-2,-1,-2,-1
5d64900f7d7dbe4bc4894da1,13,-2,-1,-2,-1
5d64900f7d7dbe4bc4894da8,3,-2,-1,-2,-1
5d6490107d7dbe4bc4894e59,11,-2,-1,-2,-1
5d6490107d7dbe4bc4894e58,8,-2,-1,-2,-1
5d6490107d7dbe4bc4894e5e,10,-2,-1,-2,-1
5d6490107d7dbe4bc4894e83,0,-2,-1,-2,-1
5d6490107d7dbe4bc4894ea7,0,-2,-1,-2,-1
5d6490107d7dbe4bc4894eab,16,-2,5,5,-1
5d6490107d7dbe4bc4894ef3,4,-2,-1,-2,-1
5d6490107d7dbe4bc4894ef8,24,-2,-1,-2,-1
5d6490107d7dbe4bc4894f96,11,-2,-1,-2,-1
5d6490107d7dbe4bc4894fd2,16,-2,-1,-2,-1
5d63c4bc4285a7c3318a8795,3,-2,-1,-2,-1
5d63c4c64285a7c3318a8824,3,0,171,-2,-1
5d63c4c54285a7c3318a8823,3,-2,-1,-2,-1
5d63c4e64285a7c3318a897a,0,0,-1,-2,-1
5d63c5174285a7c3318a8c0c,3,-2,-1,-2,-1
5d63c5194285a7c3318a8c0e,3,-2,-1,-2,-1
5d63c51a4285a7c3318a8c0f,25,-2,-1,-2,-1
5d63c51d4285a7c3318a8c11,10,-2,-1,-2,-1
5d63c52d4285a7c3318a8c64,3,-2,-1,-2,-1
5d63c5324285a7c3318a8c6f,0,-1,-1,-2,-1
5d63c54e4285a7c3318a8ff6,3,0,-1,-2,-1
5d63c5594285a7c3318a9065,20,-2,-1,-2,-1
5d63c5664285a7c3318a91cc,3,-2,-1,-2,-1
5d63c5814285a7c3318a920a,0,-1,79,-2,-1
5d63c5894285a7c3318a9224,3,-2,-1,-2,-1
5d63c5a04285a7c3318a9594,3,-2,-1,-2,-1
5d63c5a84285a7c3318a96aa,3,-2,-1,-2,-1
5d63c5b44285a7c3318a96c8,10,-1,67,-2,-1
5d63c5be4285a7c3318a971a,3,-2,-1,-2,-1
5d63c5d64285a7c3318a983c,3,-1,79,-2,-1
5d63c5ea4285a7c3318a9914,5,-2,-1,-2,-1
5d63c66a4285a7c3318aa7f3,3,-2,-1,-2,-1
5d63c67b4285a7c3318aac32,28,0,44,-1,-1
5d63c6904285a7c3318aae61,11,0,33,-2,-1
5d63c6984285a7c3318aae84,11,0,110,-2,-1
5d63c6cb4285a7c3318ab08d,3,-2,-1,-2,-1
5d63c6cd4285a7c3318ab08e,3,0,-1,5,-1
5d63c6ca4285a7c3318ab08c,3,-2,-1,-2,-1
5d63c6e24285a7c3318ab197,0,-2,-1,-2,-1
5d63c6e54285a7c3318ab199,3,-2,-1,-2,-1
5d63c6f94285a7c3318ab281,0,-2,-1,-2,-1
5d63c71b4285a7c3318ab414,3,-2,-1,-2,-1
5d63c71e4285a7c3318ab416,3,-2,-1,-2,-1
5d63c72a4285a7c3318ab53d,39,-1,189,-2,-1
5d63c7334285a7c3318ab666,3,-1,116,5,-1
5d6490117d7dbe4bc4895045,31,-2,-1,-2,-1
5d6490117d7dbe4bc4895055,28,-2,-1,-2,-1
5d6490117d7dbe4bc48950d4,0,0,-1,-2,-1
5d6490117d7dbe4bc4895166,15,-2,-1,-2,-1
5d6490127d7dbe4bc4895234,17,-2,45,41,-1
5d6490127d7dbe4bc4895254,0,-2,-1,-2,-1
5d6490127d7dbe4bc48952f1,6,-2,-1,-2,-1
5d6490127d7dbe4bc489543b,28,-2,-1,5,-1
5d6490127d7dbe4bc489550f,31,-2,-1,-2,-1
5d6490127d7dbe4bc4895511,31,0,27,-2,-1
5d6490127d7dbe4bc489553a,11,-2,-1,5,-1
5d6490127d7dbe4bc489553d,31,-2,-1,-1,-1
